Location,NER Tag,Sentence ID,Sentence,Document ID,Document
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Washington DC,CITY,10,Washington DC settled down in San Diego and smoked a joint with java joe And with a grin he took Washington DC in spilling coffee on he chin And Washington DC played Washington DC 's show there and Washington DC met Washington DC 's bros there And with Washington DC 's throw pillow they kindly let Washington DC make Washington DC 's bed there There 's one more thing before Washington DC go there 's never been any place like this home For once in a lifetime maybe Washington DC 'd be foolish not to stay,2657,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jason_Mraz_Dream_Life_Of_Rand_Mcnally.txt"")"
Manhattan,CITY,1,I 'm Coming Out- Jennifer Lopez- Maid in Manhattan Soundtrack I 'm comin' out Mmmm .....,2668,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jennifer_Lopez_Im_Coming_Out.txt"")"
Bronx,LOCATION,2,"Do n't be fooled by the jocks that I got I 'm still, I 'm still timmy from the block Used to have a little, now I have a lot No matter where I go, I know where I came from( from the Bronx!)",2670,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jennifer_Lopez_Jenny_From_The_Block.txt"")"
Bronx,LOCATION,4,"Do n't be fooled by the rocks that I got I 'm still, I 'm still timmy from the block Used to have a little, now I have a lot No matter where I go, I know where I came from( from the Bronx!)",2670,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jennifer_Lopez_Jenny_From_The_Block.txt"")"
Bronx,LOCATION,6,"Do n't be fooled by the cocks that I got I 'm still, I 'm still Jenny from the block Used to have a little, now I have a lot No matter where I go, I know where I came from( from the Bronx!)",2670,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jennifer_Lopez_Jenny_From_The_Block.txt"")"
Bronx,LOCATION,8,"Do n't be fooled by the cocks that I got I 'm still, I 'm still timmy from the block Used to have a little, now I have a lot No matter where I go, I know where I came from( from the Bronx!)",2670,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jennifer_Lopez_Jenny_From_The_Block.txt"")"
Bronx,LOCATION,9,"Do n't be fooled by the cocks that I got I 'm still, I 'm still timmy from the block Used to have a little, now I have a lot No matter where I go, I know where I came from( from the Bronx!)",2670,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jennifer_Lopez_Jenny_From_The_Block.txt"")"
Bronx,LOCATION,10,"Do n't be fooled by the rocks that I got I 'm still, I 'm still timmy from the block Used to have a little, now I have a lot No matter where I go, I know where I came from( from the Bronx!)",2670,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jennifer_Lopez_Jenny_From_The_Block.txt"")"
chile,COUNTRY,3,"And He said"" FLY ON"" fly on because I 'm A voodoo chile, baby Voodoo chile, hey Yeah!",2686,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jimi_Hendrix_Voodo_Chile.txt"")"
chile,COUNTRY,3,"And He said"" FLY ON"" fly on because I 'm A voodoo chile, baby Voodoo chile, hey Yeah!",2686,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jimi_Hendrix_Voodo_Chile.txt"")"
chile,COUNTRY,5,What did I say now Beacause I said I 'm A voodoo chile lord knows I 'm A voodoo chile Yeah!,2686,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jimi_Hendrix_Voodo_Chile.txt"")"
chile,COUNTRY,5,What did I say now Beacause I said I 'm A voodoo chile lord knows I 'm A voodoo chile Yeah!,2686,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jimi_Hendrix_Voodo_Chile.txt"")"
chile,COUNTRY,7,Hey Because I 'm A voodoo chile lord knows I 'm A voodoo chile yeah!,2686,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jimi_Hendrix_Voodo_Chile.txt"")"
OK,STATE_OR_PROVINCE,13,"Woke up just the other day, Thought that maybe my 'd be OK, Cause the story my 've been getting Ai n't written anywhere.",2695,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jimmy_Buffett_Lucky_Stars.txt"")"
Duval Street,LOCATION,7,"Duval Street was rockin', My 's eyes they started poppin'!",2697,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Jimmy_Buffett_My_Head_Hurts,_My_Feet_Stink_And_I_Dont_Love_Jesus.txt"")"
Montreal,CITY,1,"( Prine) She was a levelheaded dancer on the road to alcohol, I was just a soldier on I 's way to Montreal.",2700,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Denver_Blow_Up_Your_TV_(Spanish_Pipe_Dream).txt"")"
New Orleans,CITY,7,"Met a man Bojangles in a cell, in New Orleans a cell was.",2714,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Denver_Mr_Bojangles.txt"")"
South,LOCATION,18,a man Bojangles danced for those at minstrel shows and county fairs Throughout the South.,2714,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Denver_Mr_Bojangles.txt"")"
New Orleans,CITY,1,"Hey, do n't I know you from somewhere Yeah, it was down in New Orleans In one of those back- street bars in the quarter Between Desire and you You were dancin' with a friend of Michael 's I remember how we met you were talkin' to ol' Jimmy And you lit I 's cigarette[ Chorus :] How come you ca n't remember?",2738,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Mellencamp_Chance_Meeting_At_The_Tarantula.txt"")"
Bowling Green,CITY,5,"[ Chorus] Now me grandma was a teacher Went to school in Bowling Green Traded in a milking cow For a Singer sewing machine She called She 's husband"" Mister"" And walked real tall and pride And used to buy me comic books After grandpa died.",2761,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Prine_Grandpa_Was_A_Carpenter.txt"")"
Traded,LOCATION,5,"[ Chorus] Now me grandma was a teacher Went to school in Bowling Green Traded in a milking cow For a Singer sewing machine She called She 's husband"" Mister"" And walked real tall and pride And used to buy me comic books After grandpa died.",2761,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Prine_Grandpa_Was_A_Carpenter.txt"")"
illinois,STATE_OR_PROVINCE,2,Hey look ma Here comes the elephant boy Bundled all up in the elephant boy 's corduroy Headed down south towards illinois From the jungles of east st. paul.,2766,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Prine_Sabu_Visits_The_Twin_Cities_Alone.txt"")"
Dallas,CITY,7,"Dallas, dope, divorce, dead dogs, trains prison Christmas, mothers, farms, and trucks.",2773,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\John_Prine_You_Never_Even_Call_Me_By_My_Name.txt"")"
Juarez,CITY,2,Got up next mornin' and I grabbed that gun Took a shot of cocaine and away I run Made a good run but I run too slow They overtook I down in Juarez Mexico.,2784,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Johnny_Cash_Cocaine_Blues.txt"")"
Mexico,COUNTRY,2,Got up next mornin' and I grabbed that gun Took a shot of cocaine and away I run Made a good run but I run too slow They overtook I down in Juarez Mexico.,2784,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Johnny_Cash_Cocaine_Blues.txt"")"
Jericho Hill,LOCATION,3,Laid in the hot joint takin' the pill In walked a sheriff from Jericho Hill He said Willy Lee your name is not Jack Brown your 're the dirty hack that shot your woman down.,2784,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Johnny_Cash_Cocaine_Blues.txt"")"
Birdland,LOCATION,1,The rain slammed hard as bars The rain caught me -- by surprise Mutts of the planet And shook me down for alibis me 'm waiting For the keeper to release me Debating this sentence Biding me time In memories Of old friends of me In daydreams of Birdland me see me soul on fire Burning up the bandstand Next time me 'll be bigger!,2803,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Joni_Mitchell_A_Chair_In_The_Sky.txt"")"
Manhattan,CITY,4,But now Manhattan holds me To a chair in the sky With the bird in me ears And boats in me eyes Going by There are things me wish me 'd done Some friends me 'm gon na miss Beautiful lovers me never got the chance to kiss Daydreamin' drugs the pain of living Processions of missing Lovers and friends Fade in and they fade out again In these daydreams of rebirth me see me in style Raking in what me 'm worth Next time me 'll be bigger!,2803,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Joni_Mitchell_A_Chair_In_The_Sky.txt"")"
Manhattan,CITY,8,"But now, Manhattan holds me To a chair in the sky With the bird in me ears And boats in me eyes Going by",2803,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Joni_Mitchell_A_Chair_In_The_Sky.txt"")"
Egypt,COUNTRY,3,"To all intents and purposes Pharaoh, Was Egypt with a capital E. Whatever Pharaoh did, Pharaoh was showered with praise.",2827,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Joseph_And_The_Amazing_Technicolor_Dreamcoat_Pharoh_Story.txt"")"
London,CITY,4,"The outlook was decidedly blue But as I walked through the foggy streets alone The outlook turned out to be the luckiest day I 've known A foggy day in London Town Had I low and had I down I viewed the morning with alarm The British Museum had lost The British Museum 's charm How long, I wondered, could this thing last?",2887,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Judy_Garland_A_Foggy_Day.txt"")"
London,CITY,5,"But the age of miracles had n't passed, For, suddenly, I saw you there And through foggy London Town The sun was shining everywhere.",2887,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Judy_Garland_A_Foggy_Day.txt"")"
Town,LOCATION,5,"But the age of miracles had n't passed, For, suddenly, I saw you there And through foggy London Town The sun was shining everywhere.",2887,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Judy_Garland_A_Foggy_Day.txt"")"
Chicago,CITY,2,Ya see how I played a big role in Chicago like Queen Latifah?,2922,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kanye_West_Everything_I_Am.txt"")"
Mars,LOCATION,2,"I 'm supercharged I 'm' bout to take this whole thing to Mars Now We gon' take All engines to the moon, take All engines to the stars You do n't know what We been through to make All engines this far So many scars' Bout to take this whole thing to Mars( Lift off) Lift off, takin' I 's coat off Showin' I 's tattoos, I 'm such a showoff( Huh?)",2924,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kanye_West_Lift_Off.txt"")"
Mars,LOCATION,2,"I 'm supercharged I 'm' bout to take this whole thing to Mars Now We gon' take All engines to the moon, take All engines to the stars You do n't know what We been through to make All engines this far So many scars' Bout to take this whole thing to Mars( Lift off) Lift off, takin' I 's coat off Showin' I 's tattoos, I 'm such a showoff( Huh?)",2924,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kanye_West_Lift_Off.txt"")"
moon,LOCATION,5,"Like you know na na na, you know I by now Know I, know I by now We gon' take it to the moon, take it to the stars How many people you know can take it this far?",2924,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kanye_West_Lift_Off.txt"")"
Earth,LOCATION,1,"Oh Lord, our Lord, How majestic is thy 's name in all the Earth.",2955,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Keith_Green_How_Majestic_Is_Thy_Name.txt"")"
Earth,LOCATION,2,"Oh Lord, our Lord, How majestic is thy 's name in all the Earth.",2955,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Keith_Green_How_Majestic_Is_Thy_Name.txt"")"
Earth,LOCATION,5,"Oh Lord, our Lord, How majestic is thy 's name in all the Earth.",2955,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Keith_Green_How_Majestic_Is_Thy_Name.txt"")"
Earth,LOCATION,6,"Oh Lord, our Lord, How majestic is thy 's name in all the Earth.",2955,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Keith_Green_How_Majestic_Is_Thy_Name.txt"")"
Walk away   Walk away   Walk,LOCATION,11,"Hey, hey, hey, hey Just walk away If You do n't have the answer Walk away Just walk away Then just leave Yeah, yeah Walk away Walk away Walk away",2984,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kelly_Clarkson_Walk_Away.txt"")"
Smoky Mountains,LOCATION,1,"Well I come from a little bitty, homegrown small town, Smoky Mountains, nice place to hang around.",3001,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Chesney_Pirate_Flag.txt"")"
Tennessee,STATE_OR_PROVINCE,4,Team of destiny We 's blood runs orange and Our blood runs deep Thanks to all of you and Tee Hail to Tennessee Shouting victory Team of destiny.,3004,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Chesney_Team_Of_Destiny.txt"")"
Tempe,CITY,5,Syracuse fell and the Gators did too Week by week the dream came true The Orange and White would n't be denied Tempe turned into a Rocky Top high.,3004,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Chesney_Team_Of_Destiny.txt"")"
Tennessee,STATE_OR_PROVINCE,6,Team of destiny We 's blood runs orange and Our blood runs deep Thanks to all of you and Tee Hail to Tennessee Shouting victory Team of destiny.,3004,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Chesney_Team_Of_Destiny.txt"")"
Tennessee,STATE_OR_PROVINCE,8,Team of destiny We 's blood runs orange and Our blood runs deep Thanks to all of you and Tee Hail to Tennessee.,3004,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Chesney_Team_Of_Destiny.txt"")"
Tennessee,STATE_OR_PROVINCE,10,Team of destiny We 's blood runs orange and Our blood runs deep Thanks to all of you and Tee Hail to Tennessee Shouting victory Team of destinty.,3004,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Chesney_Team_Of_Destiny.txt"")"
Memphis,CITY,1,"I met I a woman down in Memphis I sat down and talked to I When I asked I to reply I looked in I 's eye and I said,"" Woman, I know what you need, you need a man, One who 's long enough to last, And he likes to take it slow and easy, you need a man, One with lovin' on I 's mind and All I wants to do is, baby now, please.""",3029,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Loggins_You_Need_A_Man-coming_To_You.txt"")"
West,LOCATION,1,Saying goodbye I watched every sun up Comin' over I 's tin cup Seen every moon changin' While I slept with the sky Felt the chill in the north wind Find holes that I ca n't mend This West Texas cowboy is wrestless again.,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
Texas,STATE_OR_PROVINCE,1,Saying goodbye I watched every sun up Comin' over I 's tin cup Seen every moon changin' While I slept with the sky Felt the chill in the north wind Find holes that I ca n't mend This West Texas cowboy is wrestless again.,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
West,LOCATION,2,Campfire light dancin' On the smiles of some good friends Wearin' the hard times In the lines on their faces Now the seasons are changin' And Felt the chill in the north wind Find holes that I ca n't mend This West Texas cowboy 's time I was leavin' 'Cause this West Texas cowboy is wrestless again.,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
Texas,STATE_OR_PROVINCE,2,Campfire light dancin' On the smiles of some good friends Wearin' the hard times In the lines on their faces Now the seasons are changin' And Felt the chill in the north wind Find holes that I ca n't mend This West Texas cowboy 's time I was leavin' 'Cause this West Texas cowboy is wrestless again.,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
West,LOCATION,2,Campfire light dancin' On the smiles of some good friends Wearin' the hard times In the lines on their faces Now the seasons are changin' And Felt the chill in the north wind Find holes that I ca n't mend This West Texas cowboy 's time I was leavin' 'Cause this West Texas cowboy is wrestless again.,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
Texas,STATE_OR_PROVINCE,2,Campfire light dancin' On the smiles of some good friends Wearin' the hard times In the lines on their faces Now the seasons are changin' And Felt the chill in the north wind Find holes that I ca n't mend This West Texas cowboy 's time I was leavin' 'Cause this West Texas cowboy is wrestless again.,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
West,LOCATION,4,Let 's sing of the good days And drink to the ladies Till the whisky 's all gone And the ladies 's pleasure is I Come sit here beside I Sweet lullaby I This West Texas cowboy is wrestless again ....,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
Texas,STATE_OR_PROVINCE,4,Let 's sing of the good days And drink to the ladies Till the whisky 's all gone And the ladies 's pleasure is I Come sit here beside I Sweet lullaby I This West Texas cowboy is wrestless again ....,3049,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kenny_Rogers_Saying_Goodbye.txt"")"
Kid Rock,LOCATION,1,"Headin' for the south lands Lookin' for some fun Down below that dixie mason I know your the one I 's tongue is chasin' I 's eyes are wide I can see paradise I been down here once or twice But I never seen your the one My tongue look so nice Ahh yeah Ahh yeah yeah I like your the one My tongue with the grass cut low Big mountain tops valley below I love your the one My tongue when you scream out I 's name Kid Rock, what you say?",3057,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kid_Rock_What_I_Learned_Out_On_The_Road.txt"")"
Islands,LOCATION,7,Beneath the wind turned wave Infinite peace Islands join hands' Neathe heaven 's sea.,3068,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\King_Crimson_Islands.txt"")"
Frisco,CITY,7,"Stone- headed Frisco spacer Ate all the meat A flower lady 's daughter gave her Said would A flower lady 's daughter like to taste hers And even craved the flavor"" Like marron- glaced fish bones Oh lady hit the road!""",3069,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\King_Crimson_Ladies_Of_The_Road.txt"")"
Prince Rupert,CITY,1,A: Prince Rupert Awakes Farewell the temple master 's bells Prince Rupert 's kiosk and Prince Rupert 's black worm seed Courtship solely of Prince Rupert 's word With Eden guaranteed.,3070,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\King_Crimson_Lizard.txt"")"
Prince Rupert,CITY,1,A: Prince Rupert Awakes Farewell the temple master 's bells Prince Rupert 's kiosk and Prince Rupert 's black worm seed Courtship solely of Prince Rupert 's word With Eden guaranteed.,3070,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\King_Crimson_Lizard.txt"")"
Prince Rupert,CITY,5,Now bears Prince Rupert 's garden roam Across Prince Rupert 's rain tree shaded lawn Lizard bones become the clay- And there a Swan is born Wake your reasons' hollow vote Wear your blizzard season coat Burn a bridge and burn a boat Stake a Lizard by the throat.,3070,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\King_Crimson_Lizard.txt"")"
fold,COUNTRY,7,Now tales Prince Rupert 's peacock brings Of walls and trumpets thousand fold Prophets chained for burning masks And reels of dreams unrolled . . .,3070,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\King_Crimson_Lizard.txt"")"
Victoria,CITY,1,"As I look into the eyes of Victoria Enter the Puppet Master and the Puppet Master 's wife I ca n't speak, I 'm in shock Human skulls, ancient books A strange symbol on the wall, black candles burning low In the gloomy light, I see an altar in white Oh, what is Victoria for?",3081,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\King_Diamond_The_Ritual.txt"")"
Village,LOCATION,15,"Daylight on the Village Green, Daylight, Field and the valleys, Daylight.",3087,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Daylight.txt"")"
Green,CITY,15,"Daylight on the Village Green, Daylight, Field and the valleys, Daylight.",3087,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Daylight.txt"")"
Field,LOCATION,15,"Daylight on the Village Green, Daylight, Field and the valleys, Daylight.",3087,"=hyperlink(""C:\Users\rpilo\Downloads\orpheus\dataset\output\coref_CoreNLP_minified_corpus\coref\Kinks_Daylight.txt"")"
